title,info,rating,url
Мальчик в полосатой пижаме,"The Boy in the Striped Pajamas, 2008, 1 ч 34 мин",7.2,https://www.kinopoisk.ru/film/281251/
Хранители,"Watchmen, 2009, 2 ч 42 мин",7.2,https://www.kinopoisk.ru/film/252641/
Запах женщины,"Scent of a Woman, 1992, 2 ч 36 мин",7.2,https://www.kinopoisk.ru/film/4871/
Сплетение судеб,"La Tresse, 2023, 2 ч 1 мин",7.2,https://www.kinopoisk.ru/film/4948870/
Гарри Поттер и Дары Смерти: Часть I,"Harry Potter and the Deathly Hallows - Part 1, 2010, 2 ч 26 мин",7.2,https://www.kinopoisk.ru/film/276762/
Ford против Ferrari,"Ford v Ferrari, 2019, 2 ч 32 мин",7.2,https://www.kinopoisk.ru/film/835086/
Убить Билла 2,"Kill Bill: Vol. 2, 2004, 2 ч 17 мин",7.2,https://www.kinopoisk.ru/film/47015/
Осенний марафон,"1979, 1 ч 29 мин",7.2,https://www.kinopoisk.ru/film/42799/
Такси 2,"Taxi 2, 2000, 1 ч 28 мин",7.2,https://www.kinopoisk.ru/film/854/
Хоббит: Пустошь Смауга,"The Hobbit: The Desolation of Smaug, 2013, 2 ч 41 мин",7.2,https://www.kinopoisk.ru/film/408876/
Римские каникулы,"Roman Holiday, 1953, 1 ч 58 мин",7.2,https://www.kinopoisk.ru/film/497/
"Знакомьтесь, Джо Блэк","Meet Joe Black, 1998, 2 ч 58 мин",7.2,https://www.kinopoisk.ru/film/5059/
Назад в будущее 3,"Back to the Future Part III, 1990, 1 ч 58 мин",7.2,https://www.kinopoisk.ru/film/7103/
Нефть,"There Will Be Blood, 2007, 2 ч 38 мин",7.2,https://www.kinopoisk.ru/film/196604/
Спасти рядового Райана,"Saving Private Ryan, 1998, 2 ч 49 мин",7.2,https://www.kinopoisk.ru/film/371/
Калина красная,"1973, 1 ч 50 мин",7.2,https://www.kinopoisk.ru/film/44691/
Спеши любить,"A Walk to Remember, 2002, 1 ч 41 мин",7.2,https://www.kinopoisk.ru/film/875/
Мементо,"Memento, 2000, 1 ч 53 мин",7.2,https://www.kinopoisk.ru/film/335/
Грань будущего,"Edge of Tomorrow, 2014, 1 ч 53 мин",7.2,https://www.kinopoisk.ru/film/505851/
Человек-паук: Паутина вселенных,"Spider-Man: Across the Spider-Verse, 2023, 2 ч 20 мин",7.2,https://www.kinopoisk.ru/film/1219177/
Гарри Поттер и Орден Феникса,"Harry Potter and the Order of the Phoenix, 2007, 2 ч 18 мин",7.2,https://www.kinopoisk.ru/film/48356/
Собачья жизнь,"A Dog's Purpose, 2017, 1 ч 40 мин",7.2,https://www.kinopoisk.ru/film/571896/
Последний самурай,"The Last Samurai, 2003, 2 ч 34 мин",7.2,https://www.kinopoisk.ru/film/6764/
Красотка,"Pretty Woman, 1990, 1 ч 55 мин",7.2,https://www.kinopoisk.ru/film/8125/
Иллюзия обмана,"Now You See Me, 2013, 1 ч 55 мин",7.2,https://www.kinopoisk.ru/film/522892/
Бобро поржаловать!,"Bienvenue chez les Ch'tis, 2008, 1 ч 46 мин",7.2,https://www.kinopoisk.ru/film/391735/
Схватка,"Heat, 1995, 2 ч 51 мин",7.2,https://www.kinopoisk.ru/film/571/
"Ирония судьбы, или С легким паром!","1975, 3 ч 4 мин",7.2,https://www.kinopoisk.ru/film/77331/
На игле,"Trainspotting, 1995, 1 ч 33 мин",7.2,https://www.kinopoisk.ru/film/515/
Однажды в… Голливуде,"Once Upon a Time in...  Hollywood, 2019, 2 ч 41 мин",7.1,https://www.kinopoisk.ru/film/1047883/
Стражи Галактики,"Guardians of the Galaxy, 2014, 2 ч 1 мин",7.1,https://www.kinopoisk.ru/film/689066/
Большой Лебовски,"The Big Lebowski, 1998, 1 ч 57 мин",7.1,https://www.kinopoisk.ru/film/555/
Храброе сердце,"Braveheart, 1995, 2 ч 58 мин",7.1,https://www.kinopoisk.ru/film/399/
Темные воды,"Dark Waters, 2019, 2 ч 6 мин",7.1,https://www.kinopoisk.ru/film/1228069/
Мальчишник в Вегасе,"The Hangover, 2009, 1 ч 36 мин",7.1,https://www.kinopoisk.ru/film/426004/
Что гложет Гилберта Грейпа,"What's Eating Gilbert Grape, 1993, 1 ч 58 мин",7.1,https://www.kinopoisk.ru/film/4466/
В джазе только девушки,"Some Like It Hot, 1959, 1 ч 59 мин",7.1,https://www.kinopoisk.ru/film/356/
Гран Торино,"Gran Torino, 2008, 1 ч 56 мин",7.1,https://www.kinopoisk.ru/film/408410/
Разрисованная вуаль,"The Painted Veil, 2006, 2 ч 5 мин",7.1,https://www.kinopoisk.ru/film/102201/
Ворон,"The Crow, 1994, 1 ч 42 мин",7.1,https://www.kinopoisk.ru/film/12362/
Цельнометаллическая оболочка,"Full Metal Jacket, 1987, 1 ч 56 мин",7.1,https://www.kinopoisk.ru/film/418/
Благословите женщину,"2003, 1 ч 54 мин",7.1,https://www.kinopoisk.ru/film/41239/
Рай под ногами матерей,"Бейиш эненин таманында, 2024, 2 ч 17 мин",7.1,https://www.kinopoisk.ru/film/5459137/
Творение Господне,"Something the Lord Made, 2004, 1 ч 50 мин",7.1,https://www.kinopoisk.ru/film/233084/
Я – легенда,"I Am Legend, 2007, 1 ч 36 мин",7.1,https://www.kinopoisk.ru/film/195524/
Малхолланд Драйв,"Mulholland Dr., 2001, 2 ч 27 мин",7.1,https://www.kinopoisk.ru/film/466/
Лёд 3,"2024, 2 ч 14 мин",7.1,https://www.kinopoisk.ru/film/5275429/
Пальмы в снегу,"Palmeras en la nieve, 2015, 2 ч 43 мин",7.1,https://www.kinopoisk.ru/film/801868/
Рэмбо: Первая кровь,"First Blood, 1982, 1 ч 33 мин",7.1,https://www.kinopoisk.ru/film/4087/
Грязь,"Filth, 2013, 1 ч 33 мин",7.1,https://www.kinopoisk.ru/film/467293/
Бесподобный мистер Фокс,"Fantastic Mr. Fox, 2009, 1 ч 27 мин",7.1,https://www.kinopoisk.ru/film/86621/
Господин Никто,"Mr. Nobody, 2009, 2 ч 18 мин",7.1,https://www.kinopoisk.ru/film/232785/
Человек с бульвара Капуцинов,"1987, 1 ч 38 мин",7.1,https://www.kinopoisk.ru/film/45463/
Исходный код,"Source Code, 2011, 1 ч 33 мин",7.1,https://www.kinopoisk.ru/film/409295/
Семь жизней,"Seven Pounds, 2008, 1 ч 58 мин",7.1,https://www.kinopoisk.ru/film/395787/
Ветреная река,"Wind River, 2016, 1 ч 47 мин",7.1,https://www.kinopoisk.ru/film/958442/
В центре внимания,"Spotlight, 2015, 2 ч 9 мин",7.1,https://www.kinopoisk.ru/film/834394/
Залечь на дно в Брюгге,"In Bruges, 2007, 1 ч 47 мин",7.1,https://www.kinopoisk.ru/film/276295/
Полосатый рейс,"1961, 1 ч 27 мин",7.1,https://www.kinopoisk.ru/film/43104/
Умница Уилл Хантинг,"Good Will Hunting, 1997, 2 ч 6 мин",7.1,https://www.kinopoisk.ru/film/539/
Форсаж,"The Fast and the Furious, 2001, 1 ч 46 мин",7.1,https://www.kinopoisk.ru/film/666/
Оппенгеймер,"Oppenheimer, 2023, 3 ч",7.1,https://www.kinopoisk.ru/film/4664634/
Терминал,"The Terminal, 2004, 2 ч 4 мин",7.1,https://www.kinopoisk.ru/film/6877/
Поезд на Юму,"3:10 to Yuma, 2007, 2 ч 2 мин",7.1,https://www.kinopoisk.ru/film/78240/
Маска,"The Mask, 1994, 1 ч 41 мин",7.1,https://www.kinopoisk.ru/film/6039/
Жизнь других,"Das Leben der Anderen, 2006, 2 ч 17 мин",7.1,https://www.kinopoisk.ru/film/126196/
Невидимая сторона,"The Blind Side, 2009, 2 ч 9 мин",7.1,https://www.kinopoisk.ru/film/450213/
"Свой среди чужих, чужой среди своих","1974, 1 ч 33 мин",7.1,https://www.kinopoisk.ru/film/44062/
Весна на Заречной улице,"1956, 1 ч 30 мин",7.1,https://www.kinopoisk.ru/film/45748/
Невероятные приключения итальянцев в России,"1973, 1 ч 44 мин",7.1,https://www.kinopoisk.ru/film/46421/
Стажёр,"The Intern, 2015, 2 ч 1 мин",7.1,https://www.kinopoisk.ru/film/677893/
Батя,"2020, 1 ч 16 мин",7.1,https://www.kinopoisk.ru/film/1326397/
Хвостатый переполох,"Dogeu deijeu, 2024, 1 ч 55 мин",7.1,https://www.kinopoisk.ru/film/4624998/
Привидение,"Ghost, 1990, 2 ч 6 мин",7.1,https://www.kinopoisk.ru/film/1991/
Головоломка 2,"Inside Out 2, 2024, 1 ч 36 мин",7.1,https://www.kinopoisk.ru/film/5102255/
Блеф,"Bluff storia di truffe e di imbroglioni, 1976, 1 ч 50 мин",7.1,https://www.kinopoisk.ru/film/10179/
Дьявол носит Prada,"The Devil Wears Prada, 2006, 1 ч 49 мин",7.1,https://www.kinopoisk.ru/film/104992/
Пила: Игра на выживание,"Saw, 2004, 1 ч 43 мин",7.1,https://www.kinopoisk.ru/film/64187/
Патруль,"End of Watch, 2012, 1 ч 49 мин",7.1,https://www.kinopoisk.ru/film/584405/
Битва за Севастополь,"2015, 1 ч 58 мин",7.1,https://www.kinopoisk.ru/film/742026/
Оружейный барон,"Lord of War, 2005, 2 ч 2 мин",7.1,https://www.kinopoisk.ru/film/77439/
Великий Гэтсби,"The Great Gatsby, 2013, 2 ч 23 мин",7.1,https://www.kinopoisk.ru/film/463724/
Вспомнить всё,"Total Recall, 1990, 1 ч 53 мин",7.1,https://www.kinopoisk.ru/film/2443/
Кот в сапогах 2: Последнее желание,"Puss in Boots: The Last Wish, 2022, 1 ч 42 мин",7.1,https://www.kinopoisk.ru/film/840821/
Навсикая из долины ветров,"Kaze no tani no Naushika, 1984, 1 ч 57 мин",7.1,https://www.kinopoisk.ru/film/8240/
Мой дикий друг,"2024, 1 ч 40 мин",7.1,https://www.kinopoisk.ru/film/1004203/
Облачный атлас,"Cloud Atlas, 2012, 2 ч 52 мин",7.1,https://www.kinopoisk.ru/film/464484/
Свадьба в Малиновке,"1967, 1 ч 35 мин",7.1,https://www.kinopoisk.ru/film/44045/
Огонь,"2020, 2 ч 11 мин",7.1,https://www.kinopoisk.ru/film/1183599/
Святые из Бундока,"The Boondock Saints, 1999, 1 ч 49 мин",7.1,https://www.kinopoisk.ru/film/4917/
Логан,"Logan, 2017, 2 ч 17 мин",7.1,https://www.kinopoisk.ru/film/807682/
Кролик Джоджо,"Jojo Rabbit, 2019, 1 ч 48 мин",7.1,https://www.kinopoisk.ru/film/726838/
В случае убийства набирайте «М»,"Dial M for Murder, 1954, 1 ч 45 мин",7.1,https://www.kinopoisk.ru/film/9028/
Типа крутые легавые,"Hot Fuzz, 2007, 2 ч 1 мин",7.1,https://www.kinopoisk.ru/film/93377/
Дэдпул,"Deadpool, 2016, 1 ч 48 мин",7.1,https://www.kinopoisk.ru/film/462360/
Доспехи Бога 2: Операция Кондор,"Fei ying gai wak, 1991, 1 ч 38 мин",7.1,https://www.kinopoisk.ru/film/24701/
Психо,"Psycho, 1960, 1 ч 49 мин",7.1,https://www.kinopoisk.ru/film/344/
Касабланка,"Casablanca, 1942, 1 ч 43 мин",7.1,https://www.kinopoisk.ru/film/330/
Выживший,"The Revenant, 2015, 2 ч 36 мин",7.1,https://www.kinopoisk.ru/film/522941/
Уроки фарси,"Persian Lessons, 2020, 2 ч 8 мин",7.1,https://www.kinopoisk.ru/film/1209777/
Марсианин,"The Martian, 2015, 2 ч 24 мин",7.1,https://www.kinopoisk.ru/film/841700/
Собачья жизнь: Друзья навек,"Zai jian, Li Kele, 2023, 1 ч 44 мин",7.1,https://www.kinopoisk.ru/film/5420887/
Не/смотря ни на что,"Mein Blind Date mit dem Leben, 2017, 1 ч 51 мин",7.1,https://www.kinopoisk.ru/film/887535/
Бегущий по лезвию,"Blade Runner, 1982, 1 ч 57 мин",7.1,https://www.kinopoisk.ru/film/403/
Идеальный дворец Фердинанда Шеваля,"L'incroyable histoire du facteur Cheval, 2017, 1 ч 45 мин",7.1,https://www.kinopoisk.ru/film/1077074/
Семьянин,"The Family Man, 2000, 2 ч 5 мин",7.1,https://www.kinopoisk.ru/film/664/
На гребне волны,"Point Break, 1991, 1 ч 57 мин",7.1,https://www.kinopoisk.ru/film/1990/
Евротур,"EuroTrip, 2004, 1 ч 30 мин",7.1,https://www.kinopoisk.ru/film/5090/
Доспехи Бога,"Lung hing foo dai, 1986, 1 ч 28 мин",7.1,https://www.kinopoisk.ru/film/24705/
"Весна, лето, осень, зима... и снова весна","Bom yeoreum gaeul gyeoul geurigo bom, 2003, 1 ч 43 мин",7.1,https://www.kinopoisk.ru/film/47814/
Жизнь короля,"Life of a King, 2013, 1 ч 41 мин",7.1,https://www.kinopoisk.ru/film/738097/
Апгрейд,"Upgrade, 2018, 1 ч 40 мин",7.1,https://www.kinopoisk.ru/film/1009784/
Ветер крепчает,"Kaze tachinu, 2013, 2 ч 6 мин",7.1,https://www.kinopoisk.ru/film/693969/
Крепкий орешек,"Die Hard, 1988, 2 ч 13 мин",7.1,https://www.kinopoisk.ru/film/471/
Сияние,"The Shining, 1980, 2 ч 24 мин",7.1,https://www.kinopoisk.ru/film/409/
Джуманджи,"Jumanji, 1995, 1 ч 44 мин",7.1,https://www.kinopoisk.ru/film/8161/
Дыши ради нас,"Breathe, 2017, 1 ч 58 мин",7.1,https://www.kinopoisk.ru/film/980347/
Одиннадцать друзей Оушена,"Ocean's Eleven, 2001, 1 ч 56 мин",7.1,https://www.kinopoisk.ru/film/770/
Человек дождя,"Rain Man, 1988, 2 ч 13 мин",7.1,https://www.kinopoisk.ru/film/519/
Пиджак,"The Jacket, 2004, 1 ч 42 мин",7.1,https://www.kinopoisk.ru/film/47382/
Сёстры,"2001, 1 ч 23 мин",7.1,https://www.kinopoisk.ru/film/41109/
Линкольн для адвоката,"The Lincoln Lawyer, 2011, 1 ч 54 мин",7.1,https://www.kinopoisk.ru/film/461939/
Герцогиня,"The Duchess, 2008, 1 ч 45 мин",7.1,https://www.kinopoisk.ru/film/393872/
Легенда о пианисте,"La leggenda del pianista sull'oceano, 1998, 2 ч",7.1,https://www.kinopoisk.ru/film/8335/
Шерлок Холмс,"Sherlock Holmes, 2009, 2 ч 8 мин",7.1,https://www.kinopoisk.ru/film/420923/
Объединённая зона безопасности,"Gongdonggyeongbiguyeok JSA, 2000, 1 ч 50 мин",7.1,https://www.kinopoisk.ru/film/47386/
Учитель на замену,"Detachment, 2011, 1 ч 38 мин",7.1,https://www.kinopoisk.ru/film/535337/
Мгла,"The Mist, 2007, 2 ч 6 мин",7.1,https://www.kinopoisk.ru/film/273302/
Она,"Her, 2013, 2 ч 6 мин",7.1,https://www.kinopoisk.ru/film/577488/
Бэтмен: Начало,"Batman Begins, 2005, 2 ч 20 мин",7.1,https://www.kinopoisk.ru/film/47237/
Богемская рапсодия,"Bohemian Rhapsody, 2018, 2 ч 14 мин",7.1,https://www.kinopoisk.ru/film/568289/
Невезучие,"La chèvre, 1981, 1 ч 30 мин",7.0,https://www.kinopoisk.ru/film/20908/
Лев Яшин. Вратарь моей мечты,"2019, 2 ч",7.0,https://www.kinopoisk.ru/film/1007986/
День радио,"2008, 1 ч 38 мин",7.0,https://www.kinopoisk.ru/film/402979/
Индиана Джонс и последний крестовый поход,"Indiana Jones and the Last Crusade, 1989, 2 ч 7 мин",7.0,https://www.kinopoisk.ru/film/472/
Город грехов,"Sin City, 2005, 2 ч 4 мин",7.0,https://www.kinopoisk.ru/film/77443/
Кентавр,"2023, 1 ч 41 мин",7.0,https://www.kinopoisk.ru/film/5235968/
Отпуск по обмену,"The Holiday, 2006, 2 ч 16 мин",7.0,https://www.kinopoisk.ru/film/104927/
Спортлото-82,"1982, 1 ч 29 мин",7.0,https://www.kinopoisk.ru/film/43949/
Дом из песка и тумана,"House of Sand and Fog, 2003, 2 ч 6 мин",7.0,https://www.kinopoisk.ru/film/7611/
Столкновение,"Crash, 2004, 1 ч 52 мин",7.0,https://www.kinopoisk.ru/film/61297/
Покорители волн,"Chasing Mavericks, 2012, 1 ч 51 мин",7.0,https://www.kinopoisk.ru/film/546244/
Двухсотлетний человек,"Bicentennial Man, 1999, 2 ч 6 мин",7.0,https://www.kinopoisk.ru/film/7640/
Парк Юрского периода,"Jurassic Park, 1993, 2 ч 7 мин",7.0,https://www.kinopoisk.ru/film/7121/
Труп невесты,"Corpse Bride, 2005, 1 ч 17 мин",7.0,https://www.kinopoisk.ru/film/77548/
Дом,"2011, 2 ч 7 мин",7.0,https://www.kinopoisk.ru/film/542484/
Мост в Терабитию,"Bridge to Terabithia, 2006, 1 ч 33 мин",7.0,https://www.kinopoisk.ru/film/78753/
Пока не сыграл в ящик,"The Bucket List, 2007, 1 ч 37 мин",7.0,https://www.kinopoisk.ru/film/258885/
Хищник,"Predator, 1987, 1 ч 44 мин",7.0,https://www.kinopoisk.ru/film/6303/
Чарли и шоколадная фабрика,"Charlie and the Chocolate Factory, 2005, 1 ч 55 мин",7.0,https://www.kinopoisk.ru/film/38905/
Переводчик,"The Covenant, 2022, 2 ч 3 мин",7.0,https://www.kinopoisk.ru/film/927898/
Гаттака,"Gattaca, 1997, 1 ч 46 мин",7.0,https://www.kinopoisk.ru/film/5012/
Боец,"The Fighter, 2010, 1 ч 54 мин",7.0,https://www.kinopoisk.ru/film/279580/
От заката до рассвета,"From Dusk Till Dawn, 1995, 1 ч 48 мин",7.0,https://www.kinopoisk.ru/film/4815/
Шофер мисс Дэйзи,"Driving Miss Daisy, 1989, 1 ч 39 мин",7.0,https://www.kinopoisk.ru/film/6066/
Я видел дьявола,"Akmareul boattda, 2010, 2 ч 24 мин",7.0,https://www.kinopoisk.ru/film/497027/
Прибытие,"Arrival, 2016, 1 ч 56 мин",7.0,https://www.kinopoisk.ru/film/718811/
Чёрный лебедь,"Black Swan, 2010, 1 ч 43 мин",7.0,https://www.kinopoisk.ru/film/278273/
13-й район,"Banlieue 13, 2004, 1 ч 25 мин",7.0,https://www.kinopoisk.ru/film/81522/
Зигзаг удачи,"1968, 1 ч 28 мин",7.0,https://www.kinopoisk.ru/film/45352/
К-19,"K-19: The Widowmaker, 2002, 2 ч 18 мин",7.0,https://www.kinopoisk.ru/film/722/
Тренировочный день,"Training Day, 2001, 2 ч 2 мин",7.0,https://www.kinopoisk.ru/film/863/
Солярис,"1972, 2 ч 49 мин",7.0,https://www.kinopoisk.ru/film/43911/
Дитя погоды,"Tenki no ko, 2019, 1 ч 52 мин",7.0,https://www.kinopoisk.ru/film/1219417/
1917,"1917, 2019, 1 ч 59 мин",7.0,https://www.kinopoisk.ru/film/1171976/
Королевство полной луны,"Moonrise Kingdom, 2012, 1 ч 34 мин",7.0,https://www.kinopoisk.ru/film/571892/
Идеальные дни,"Perfect Days, 2023, 2 ч 4 мин",7.0,https://www.kinopoisk.ru/film/5283168/
Казино Рояль,"Casino Royale, 2006, 2 ч 19 мин",7.0,https://www.kinopoisk.ru/film/49844/
Звёздные войны: Эпизод 5 – Империя наносит ответный удар,"Star Wars: Episode V - The Empire Strikes Back, 1980, 2 ч 4 мин",7.0,https://www.kinopoisk.ru/film/338/
Помнить,"Remember, 2015, 1 ч 34 мин",7.0,https://www.kinopoisk.ru/film/868982/
Отец,"The Father, 2020, 1 ч 37 мин",7.0,https://www.kinopoisk.ru/film/1262160/
Рок-волна,"Pirate Radio, 2009, 2 ч 9 мин",7.0,https://www.kinopoisk.ru/film/416824/
Мавританец,"The Mauritanian, 2020, 2 ч 9 мин",7.0,https://www.kinopoisk.ru/film/1289785/
Поехавшая,"2023, 1 ч 50 мин",7.0,https://www.kinopoisk.ru/film/4686066/
Калашников,"2020, 1 ч 44 мин",7.0,https://www.kinopoisk.ru/film/1188248/
Безумно влюблённый,"Innamorato pazzo, 1981, 1 ч 42 мин",7.0,https://www.kinopoisk.ru/film/147969/
Голгофа,"Calvary, 2013, 1 ч 42 мин",7.0,https://www.kinopoisk.ru/film/666951/
Мумия,"The Mummy, 1999, 2 ч 4 мин",7.0,https://www.kinopoisk.ru/film/4484/
Легкое поведение,"Easy Virtue, 2008, 1 ч 37 мин",7.0,https://www.kinopoisk.ru/film/258774/
Мстители,"The Avengers, 2012, 2 ч 17 мин",7.0,https://www.kinopoisk.ru/film/263531/
Аритмия,"2017, 1 ч 56 мин",7.0,https://www.kinopoisk.ru/film/992605/
Невезучие,"Tais-toi!, 2003, 1 ч 25 мин",7.0,https://www.kinopoisk.ru/film/14287/
Зловещие мертвецы 2,"Evil Dead II, 1987, 1 ч 24 мин",7.0,https://www.kinopoisk.ru/film/2918/
Ангел-А,"Angel-A, 2005, 1 ч 31 мин",7.0,https://www.kinopoisk.ru/film/160929/
Девушка с татуировкой дракона,"The Girl with the Dragon Tattoo, 2011, 2 ч 38 мин",7.0,https://www.kinopoisk.ru/film/491724/
Вор,"1997, 1 ч 38 мин",7.0,https://www.kinopoisk.ru/film/7651/
Любовное настроение,"Faa yeung nin wa, 2000, 1 ч 38 мин",7.0,https://www.kinopoisk.ru/film/656/
Стражи Галактики. Часть 3,"Guardians of the Galaxy Vol. 3, 2023, 2 ч 30 мин",7.0,https://www.kinopoisk.ru/film/1044280/
Подмена,"Changeling, 2008, 2 ч 21 мин",7.0,https://www.kinopoisk.ru/film/279880/
Мертвец,"Dead Man, 1995, 2 ч 1 мин",7.0,https://www.kinopoisk.ru/film/2272/
Утомленные солнцем,"1994, 2 ч 31 мин",7.0,https://www.kinopoisk.ru/film/40848/
Ип Ман 4,"Yip Man 4, 2019, 1 ч 47 мин",7.0,https://www.kinopoisk.ru/film/634254/
Бёрдмэн,"Birdman or (The Unexpected Virtue of Ignorance), 2014, 1 ч 59 мин",7.0,https://www.kinopoisk.ru/film/722827/
Мемуары Улитки,"Memoir of a Snail, 2024, 1 ч 35 мин",7.0,https://www.kinopoisk.ru/film/5925061/
Парфюмер: История одного убийцы,"Perfume: The Story of a Murderer, 2006, 2 ч 27 мин",7.0,https://www.kinopoisk.ru/film/78378/
Великая красота,"La grande bellezza, 2013, 2 ч 21 мин",7.0,https://www.kinopoisk.ru/film/677566/
Меч короля,"Bastarden, 2023, 2 ч 7 мин",7.0,https://www.kinopoisk.ru/film/4991138/
Всегда говори «ДА»,"Yes Man, 2008, 1 ч 44 мин",7.0,https://www.kinopoisk.ru/film/391772/
Сад изящных слов,"Koto no ha no niwa, 2013, 46 мин",7.0,https://www.kinopoisk.ru/film/730665/
Я шагаю по Москве,"1963, 1 ч 18 мин",7.0,https://www.kinopoisk.ru/film/42398/
Невероятная жизнь Уолтера Митти,"The Secret Life of Walter Mitty, 2013, 1 ч 54 мин",7.0,https://www.kinopoisk.ru/film/6034/
"Человек, который изменил всё","Moneyball, 2011, 2 ч 13 мин",7.0,https://www.kinopoisk.ru/film/432791/
Фарго,"Fargo, 1995, 1 ч 38 мин",7.0,https://www.kinopoisk.ru/film/402/
Судья,"The Judge, 2014, 2 ч 22 мин",7.0,https://www.kinopoisk.ru/film/588672/
Рок-н-рольщик,"RocknRolla, 2008, 1 ч 54 мин",7.0,https://www.kinopoisk.ru/film/378140/
Час пик,"Rush Hour, 1998, 1 ч 38 мин",7.0,https://www.kinopoisk.ru/film/6345/
Жестокие игры,"Cruel Intentions, 1999, 1 ч 37 мин",7.0,https://www.kinopoisk.ru/film/12192/
Стражи Галактики. Часть 2,"Guardians of the Galaxy Vol. 2, 2017, 2 ч 16 мин",7.0,https://www.kinopoisk.ru/film/841263/
10 причин моей ненависти,"10 Things I Hate About You, 1999, 1 ч 37 мин",7.0,https://www.kinopoisk.ru/film/11130/
Матч поинт,"Match Point, 2005, 2 ч 4 мин",7.0,https://www.kinopoisk.ru/film/81530/
Основной инстинкт,"Basic Instinct, 1992, 2 ч 7 мин",7.0,https://www.kinopoisk.ru/film/2441/
Жмурки,"2005, 1 ч 51 мин",7.0,https://www.kinopoisk.ru/film/84830/
Доктор,"2022, 2 ч",7.0,https://www.kinopoisk.ru/film/5002368/
Царство небесное,"Kingdom of Heaven, 2005, 2 ч 25 мин",7.0,https://www.kinopoisk.ru/film/2602/
Звёздные войны: Эпизод 6 – Возвращение Джедая,"Star Wars: Episode VI - Return of the Jedi, 1983, 2 ч 11 мин",7.0,https://www.kinopoisk.ru/film/447/
Хоккейные папы,"2023, 2 ч 11 мин",7.0,https://www.kinopoisk.ru/film/4920181/
Вий,"1967, 1 ч 17 мин",7.0,https://www.kinopoisk.ru/film/45771/
Звездный десант,"Starship Troopers, 1997, 2 ч 4 мин",7.0,https://www.kinopoisk.ru/film/6025/
Злой город,"2025, 1 ч 50 мин",7.0,https://www.kinopoisk.ru/film/1237984/
Однажды в Ирландии,"The Guard, 2011, 1 ч 36 мин",7.0,https://www.kinopoisk.ru/film/484474/
Самурай,"Le samouraï, 1967, 1 ч 45 мин",7.0,https://www.kinopoisk.ru/film/80253/
Район №9,"District 9, 2009, 1 ч 52 мин",7.0,https://www.kinopoisk.ru/film/397494/
Бойфренд из будущего,"About Time, 2013, 2 ч 3 мин",7.0,https://www.kinopoisk.ru/film/662596/
12 обезьян,"Twelve Monkeys, 1995, 2 ч 9 мин",7.0,https://www.kinopoisk.ru/film/502/
Интервью с вампиром,"Interview with the Vampire: The Vampire Chronicles, 1994, 2 ч 3 мин",7.0,https://www.kinopoisk.ru/film/8151/
Прекрасная эпоха,"La belle époque, 2019, 1 ч 55 мин",7.0,https://www.kinopoisk.ru/film/1207666/
"Человек, который познал бесконечность","The Man Who Knew Infinity, 2015, 1 ч 48 мин",7.0,https://www.kinopoisk.ru/film/841613/
Гнев человеческий,"Wrath of Man, 2021, 1 ч 59 мин",7.0,https://www.kinopoisk.ru/film/1318972/
Одержимость,"Wicker Park, 2004, 1 ч 54 мин",7.0,https://www.kinopoisk.ru/film/23737/
Охотники за головами,"Hodejegerne, 2011, 1 ч 40 мин",7.0,https://www.kinopoisk.ru/film/526812/
Салют-7,"2017, 1 ч 51 мин",7.0,https://www.kinopoisk.ru/film/893506/
С широко закрытыми глазами,"Eyes Wide Shut, 1999, 2 ч 39 мин",7.0,https://www.kinopoisk.ru/film/3608/
Смерть на Ниле,"Death on the Nile, 1978, 2 ч 20 мин",7.0,https://www.kinopoisk.ru/film/6751/
Шерлок Холмс: Игра теней,"Sherlock Holmes: A Game of Shadows, 2011, 2 ч 8 мин",7.0,https://www.kinopoisk.ru/film/474953/
Дикие истории,"Relatos salvajes, 2014, 2 ч 2 мин",7.0,https://www.kinopoisk.ru/film/775727/
Окно во двор,"Rear Window, 1954, 1 ч 52 мин",7.0,https://www.kinopoisk.ru/film/337/
Великая,"Lee, 2023, 1 ч 57 мин",7.0,https://www.kinopoisk.ru/film/1390797/
Охотники за разумом,"Mindhunters, 2004, 1 ч 46 мин",7.0,https://www.kinopoisk.ru/film/8091/
Хулиганы,"Green Street, 2005, 1 ч 49 мин",7.0,https://www.kinopoisk.ru/film/77444/
Воспоминания об убийстве,"Salinui chueok, 2003, 2 ч 11 мин",7.0,https://www.kinopoisk.ru/film/65770/
Мальчик и птица,"Kimitachi wa Dou Ikiru ka, 2023, 2 ч 4 мин",7.0,https://www.kinopoisk.ru/film/1071383/
Миллионер из трущоб,"Slumdog Millionaire, 2008, 2 ч",7.0,https://www.kinopoisk.ru/film/413362/
Индиана Джонс: В поисках утраченного ковчега,"Raiders of the Lost Ark, 1981, 1 ч 55 мин",7.0,https://www.kinopoisk.ru/film/339/
Без лица,"Face/Off, 1997, 2 ч 18 мин",7.0,https://www.kinopoisk.ru/film/4606/
300 спартанцев,"300, 2007, 1 ч 57 мин",6.9,https://www.kinopoisk.ru/film/81924/
Последний император,"The Last Emperor, 1987, 2 ч 43 мин",6.9,https://www.kinopoisk.ru/film/7663/
Серебряные коньки,"2020, 2 ч 16 мин",6.9,https://www.kinopoisk.ru/film/1225587/
Рокки,"Rocky, 1976, 2 ч",6.9,https://www.kinopoisk.ru/film/6462/
